text,重量體積_mentioned,重量體積_score,重量體積_sentiment,重量體積_confidence,充電速度_mentioned,充電速度_score,充電速度_sentiment,充電速度_confidence,接口相容性_mentioned,接口相容性_score,接口相容性_sentiment,接口相容性_confidence,外觀材質_mentioned,外觀材質_score,外觀材質_sentiment,外觀材質_confidence,價格_mentioned,價格_score,價格_sentiment,價格_confidence
臨時手機沒電? ChargeSPOT讓你像借U-Bike一樣租借行動電源,False,,,,False,,,,False,,,,False,,,,False,,,
[開箱測試]Xiaomi 行動電源 25000 212W-小米試用大隊,True,-0.15464444285995918,neutral,0.23196666428993878,True,-0.8528292988433881,negative,1.0,False,,,,False,,,,False,,,
【開箱測試】Xiaomi 磁吸自帶線行動電源 10000mah 33W 便宜實用 但缺點明顯,False,,,,True,-0.8766305888873375,negative,1.0,True,-0.8766305888873375,negative,1.0,False,,,,True,0.655421069335038,positive,0.983131604002557
雜牌的行動電源是不是比較容易壞…,False,,,,False,,,,False,,,,False,,,,False,,,
ANKER台灣宣布召回行動電源 A1257 可全額退費 良心阿,False,,,,False,,,,False,,,,False,,,,False,,,
可同時雙輸入的行動電源推薦,False,,,,False,,,,False,,,,False,,,,False,,,
TEGIC 磁吸充電短線16cm 100w 專為磁吸行動電源設計充電線,False,,,,True,-0.8821179798709492,negative,1.0,True,-0.8821179798709492,negative,1.0,True,-0.8821179798709492,negative,1.0,False,,,
【開箱測試】A1664 Anker MagGo 超薄磁吸行動電源 10000mAh Qi2 15W 超薄 質感超好,True,0.6376336489876093,positive,0.956450473481414,True,-0.902083731096752,negative,1.0,False,,,,True,0.6376336489876093,positive,0.956450473481414,False,,,
Anker A1259 533 Nano 10000mah 自帶線行動電源 ▏超有質感的行動電源,False,,,,False,,,,True,-0.9020724573510985,negative,1.0,True,0.6376426286594564,positive,0.9564639429891846,False,,,
小米行動電源25000 212W開箱,True,0.6564187291490668,positive,0.9846280937236003,True,-0.8749990489109045,negative,1.0,False,,,,False,,,,False,,,
請問要出國，現在有推薦的行動電源嗎？,False,,,,False,,,,False,,,,False,,,,False,,,
行動電源充電問題,False,,,,True,-0.8288127152331528,negative,1.0,False,,,,False,,,,False,,,
PHILIPS飛利浦自帶三線快充行動電源。,False,,,,True,0.6473564913343506,positive,0.9710347370015259,True,-0.8889842033969501,negative,1.0,False,,,,False,,,
【開箱測試】立達國際 GIGASTONE MP-5000 GO 15W磁吸無線行動電源 5000mAh & CC-8800 240W 磁吸充電線,False,,,,True,-0.8722320554386289,negative,1.0,True,-0.8722320554386289,negative,1.0,False,,,,False,,,
反推摩比亞MOBIA行動電源，會有相容性問題，想購買的人請三思,False,,,,False,,,,True,0.30248278852980465,positive,0.45372418279470694,False,,,,False,,,
酷態科 CCC 證書認証行動電源,False,,,,False,,,,False,,,,False,,,,False,,,
[ 開享 - 小米移動電源系列 ] Xiaomi 自帶線行動電源 10000 165W,True,0.6582226622793785,positive,0.9873339934190678,True,-0.8719878964972055,negative,1.0,True,-0.8719878964972055,negative,1.0,False,,,,False,,,
CUKTECH酷態科20號行動電源25000 210W開箱,False,,,,True,-0.8700787608740865,negative,1.0,False,,,,False,,,,False,,,
【開箱測試】三星ITFIT 二合一無線充電行動電源5000mah 可充三星手錶,False,,,,True,-0.8871476505826069,negative,1.0,True,-0.8871476505826069,negative,1.0,False,,,,False,,,
ASUS 100W/48W充電器 & 10500C行動電源 實充電壓/電流/瓦數監測 (feat. ZF8),False,,,,True,-0.8873571651132479,negative,1.0,False,,,,False,,,,False,,,
求推薦支援vivo 快充協議的行動電源,False,,,,True,0.7346950661078859,positive,1.0,False,,,,False,,,,False,,,
行動電源的線 好難用,False,,,,False,,,,True,-0.8221322339007556,negative,1.0,False,,,,False,,,
求推薦可以同時充三樣裝置的多功能行動電源,False,,,,False,,,,False,,,,False,,,,False,,,
開箱｜Aukey Sling 20000mAh（PB-Y48）100W PD 快充筆電行動電源 - 大容量、大功率，就算筆電也能充！,True,-0.9009590089840173,negative,1.0,True,0.6485025160879722,positive,0.9727537741319583,False,,,,False,,,,False,,,
【開箱測試】ONPRO MagReact™ M1s 磁吸式行動電源 輕薄配件豐富 性能令人失望,True,0.34978587901217784,positive,0.5246788185182667,False,,,,False,,,,False,,,,False,,,
【開箱測試】GUXON 巧方塊雙線行動電源 10000mAh 高顏值 自帶線,False,,,,False,,,,True,-0.8959144943293318,negative,1.0,False,,,,False,,,
MyPower MP-10500 大廠牌行動電源召回公告,True,-0.8930536408161084,negative,1.0,False,,,,False,,,,False,,,,False,,,
開箱｜Choetech B670 27000mAh PD140W 數位顯示快充行動電源 - 自帶功率顯示螢幕，更能隨行外出拿來充筆電！,False,,,,True,0.6451201434973955,positive,0.9676802152460933,False,,,,False,,,,False,,,
【開箱測試】AUKEY Qi2 10000mAh ( PB-MS06)磁吸無線行動電源,False,,,,False,,,,True,-0.8768631898622483,negative,1.0,False,,,,False,,,
尋找21700電芯行動電源,False,,,,False,,,,False,,,,False,,,,False,,,
有關最近行動電源燒起來的新聞,False,,,,False,,,,False,,,,False,,,,False,,,
VOOC行動電源,False,,,,False,,,,False,,,,False,,,,False,,,
ADAM 亞果元素 針對爆炸的行動電源發聲明稿了,False,,,,False,,,,False,,,,False,,,,False,,,
【開箱測試】idmix Q10 PRO III 10000mah磁吸無線行動電源｜自帶線材 一吸就走,False,,,,False,,,,True,-0.8750150575028182,negative,1.0,False,,,,False,,,
【開箱分享】new balance掛式防水行動電源 ▏自帶登山扣的行動電源,False,,,,False,,,,False,,,,False,,,,False,,,
【開箱測試】GIGASTONE QP-10100W 10000mAh 3合1 無線快充行動電源,False,,,,True,0.6546710199584499,positive,0.9820065299376748,True,-0.8778416470097861,negative,1.0,False,,,,False,,,
IDMIX Q10 Pro 3 & Q10 Pro 2 Qi2 磁吸無線行動電源,False,,,,False,,,,True,-0.8463027851187905,negative,1.0,False,,,,False,,,
有旁路模式的筆電行動電源嗎？,False,,,,False,,,,False,,,,False,,,,False,,,
微開箱｜出國推薦行動電源｜seek PW-517,False,,,,True,0.06650171471740085,neutral,0.09975257207610128,False,,,,False,,,,False,,,
請推輕巧行動電源(PD+QC快充),True,0.7101461244154216,positive,1.0,True,0.7101461244154216,positive,1.0,False,,,,False,,,,False,,,
為什麼行動電源只有小米有支援小電流模式,True,0.7032940101033166,positive,1.0,False,,,,False,,,,False,,,,False,,,
【開箱測試】SIG SAUER 彈夾行動電源 真的超帥,False,,,,False,,,,False,,,,False,,,,False,,,
PHILIPS小型行動電源開箱,True,0.6530829278099198,positive,0.9796243917148797,False,,,,False,,,,False,,,,False,,,
開箱｜Choetech B750 Qi2 10000mAh MagSafe 磁吸支架三合一行動電源 - 質感與功能匯聚一身，三合一行動電源 CP 值之作！,False,,,,False,,,,False,,,,True,0.6386851064902965,positive,0.9580276597354448,True,-0.9007537534051695,negative,1.0
【開箱測試】Trozk 特洛克-BBCALL行動電源 ▏復古有型又好玩,False,,,,False,,,,False,,,,False,,,,False,,,
【開箱測試】CUKTCH酷態科6號超級電能塊行動電源--小容量大功率,True,-0.19611191213931223,neutral,0.29416786820896834,False,,,,False,,,,False,,,,False,,,
【分享】三款行動電源心得 小米/Polybatt/Lapo,True,0.6561236612135208,positive,0.9841854918202813,False,,,,False,,,,False,,,,False,,,
過年回老家幾天，家中的行動電源該如何放置?,False,,,,False,,,,False,,,,False,,,,False,,,
行動電源膨脹(小米)，還能使用嗎?(內附圖),True,0.7290503574237964,positive,1.0,False,,,,False,,,,False,,,,False,,,
大家會買多功能的行動電源嗎?,True,-0.8837875015127162,negative,1.0,False,,,,False,,,,False,,,,False,,,
關於行動電源問題,False,,,,False,,,,False,,,,False,,,,False,,,
小米手機的無線充電行動電源,True,0.657789348698837,positive,0.9866840230482554,True,-0.872718454056204,negative,1.0,True,-0.872718454056204,negative,1.0,False,,,,False,,,
多協議行動電源120W,False,,,,True,-0.8603095309774726,negative,1.0,False,,,,False,,,,False,,,
開箱｜Choetech B701 10000mAh 數位顯示 PD30W 行動電源 - 自帶螢幕且 30W 快充，讓用戶免檢測器知道充電功率！,False,,,,True,0.6449236683319645,positive,0.9673855024979467,False,,,,False,,,,False,,,
#開箱 第一顆不是贈品的行動電源-MEGA KING10000無線充,False,,,,False,,,,True,-0.8586004681009284,negative,1.0,False,,,,False,,,
【請益】小巧行動電源推薦 (MEGA KING/MOZTECH/LAPO),True,0.7407166233609515,positive,1.0,False,,,,False,,,,False,,,,False,,,
讓手機無線快充也能飆起來，TORRAS Ostand Qi2 10000mAh MagSafe旋轉支架磁吸行動電源,False,,,,True,0.7197850785871427,positive,1.0,True,-0.7019856175222586,negative,1.0,False,,,,False,,,
"開箱｜TORRAS 5,000mAh 磁性便攜式充電器行動電源 - 金屬質感且自帶 360° 旋轉支架設計，輕薄款行動電源！",True,0.6432633731455495,positive,0.9648950597183242,True,-0.8947230494816196,negative,1.0,False,,,,True,0.6432633731455495,positive,0.9648950597183242,False,,,
行動電源使用室內110V充電充出燒焦味,False,,,,True,-0.8726407097405111,negative,1.0,False,,,,False,,,,False,,,
綠聯UGREEN能量湃Pro 48000mAh行動電源開箱,False,,,,False,,,,False,,,,False,,,,False,,,
請問小米行動電源TypeC充電問題?,True,0.39310000878782103,positive,0.5896500131817315,True,-0.8370829604129928,negative,1.0,False,,,,False,,,,False,,,
BEZALEL 倍加能 Prelude S MagSafe 磁吸無線行動電源 踩雷,False,,,,False,,,,True,-0.8640043039307178,negative,1.0,False,,,,False,,,
行動電源三合一好用嗎？？,False,,,,False,,,,False,,,,False,,,,False,,,
TORRII SOLA太能充多功能行動電源：美型易攜，快充加持，支援設備多元,False,,,,True,0.6374370873973894,positive,0.956155631096084,False,,,,True,0.6374370873973894,positive,0.956155631096084,False,,,
給老婆的行動電源，當然也要PINK，外觀至上實用再說,False,,,,False,,,,False,,,,True,0.004814080957001335,neutral,0.007221121435502003,False,,,
IDMIX CH09C｜專為現代旅人設計的多功能行動電源,False,,,,False,,,,False,,,,True,0.6456122292934202,positive,0.9684183439401304,False,,,
65W PD大功率輸出，是充電器也是行動電源，IDMIX MR CHARGER CH09C 一顆輕鬆搞定充電大小事,True,-0.14630037059324685,neutral,0.21945055588987028,True,-0.903220011035403,negative,1.0,False,,,,False,,,,False,,,
"開箱｜充電神救援就用YOMIX 優迷小果充 20W 手錶磁吸口袋行動電源 - 輕裝上陣 5,000mAh 小體積，自帶充電頭的三合一行充！",True,0.645061795895791,positive,0.9675926938436865,True,-0.8922432454110515,negative,1.0,False,,,,False,,,,False,,,
開箱 小米行動電源 10000 22.5W Lite,True,0.656087762945384,positive,0.9841316444180759,True,-0.8755429365338476,negative,1.0,False,,,,False,,,,False,,,
SEEK PW-517 自帶雙接頭 行動電源 開箱,False,,,,True,-0.8810471153924898,negative,1.0,False,,,,False,,,,False,,,
BASEUS 倍思 10000mAh 磁吸無線快充行動電源,False,,,,True,0.6551256547203694,positive,0.9826884820805541,True,-0.8771091588040224,negative,1.0,False,,,,False,,,
多功能手機好夥伴～TORRAS Ostand Qi2 10000mAh MagSafe 旋轉支架行動電源,False,,,,False,,,,False,,,,False,,,,False,,,
[心得] 反推亞果元素 Gravity 1 行動電源,False,,,,False,,,,False,,,,False,,,,False,,,
1K以下行動電源推薦,False,,,,False,,,,False,,,,False,,,,False,,,
詢問有關行動電源的清潔方式,False,,,,False,,,,False,,,,False,,,,False,,,
[心得]Lapo WT12 行動電源心得,False,,,,True,-0.8457788403812126,negative,1.0,False,,,,False,,,,False,,,
多合一行動電源 自帶typeC線 有沒有帶QC 快充,False,,,,True,0.7002855250854892,positive,1.0,True,-0.8814294308944042,negative,1.0,False,,,,False,,,
【開箱測試】E-books B82 五合一LED免帶線行動電源 自帶17顆led燈珠,False,,,,False,,,,True,-0.8894822917120917,negative,1.0,False,,,,False,,,
"開箱｜【YOMIX 優迷】miPO 小旅充 20W 三合一多功能口袋行動電源 - 5,000mAh 自帶雙接頭可折疊行動電源，2 台同充 1 顆搞定！",True,0.637645732375749,positive,0.9564685985636234,True,-0.9020685603786955,negative,1.0,False,,,,False,,,,False,,,
磁吸行動電源充電轉換率低到爆炸,False,,,,True,-0.8754041428879205,negative,1.0,False,,,,False,,,,False,,,
多合一行動電源 那自帶線有沒有可換快充 行動電源備用線,False,,,,True,0.6995425660156597,positive,1.0,True,-0.8817539197688922,negative,1.0,False,,,,False,,,
京東商城自營自造的行動電源品質如何?,False,,,,False,,,,False,,,,False,,,,False,,,
開箱｜iWALK TWINS 雙頭直插式行動電源 - 隨行 20W 口袋行動電源，USB-C / Lightning 創新可換頭設計！,False,,,,True,-0.8806852242335592,negative,1.0,True,-0.8806852242335592,negative,1.0,True,-0.8806852242335592,negative,1.0,False,,,
徵求行動電源收納袋的推薦名單,False,,,,False,,,,False,,,,False,,,,False,,,
請問目前有可以磁吸無線充電和PD65W同時存在的行動電源產品嗎？,False,,,,True,-0.751836558515863,negative,1.0,True,-0.751836558515863,negative,1.0,False,,,,False,,,
小米也要出能量棒 行動電源,True,0.6431531909424509,positive,0.9647297864136763,False,,,,False,,,,False,,,,False,,,
跨越世代！iWalk Power Squid 小魷魚 免帶線PD快充行動電源,True,0.6538836629692338,positive,0.9808254944538508,True,0.6538836629692338,positive,0.9808254944538508,True,-0.8790987738234097,negative,1.0,False,,,,False,,,
"開箱｜【Choetech】B695 多功能自帶線 MagSafe 磁吸行動電源 - 10,000mAh 自帶雙頭充電線，為蘋果用戶打造，可同時為手機、手錶、耳機等 5 台裝置充電！",False,,,,True,-0.8964229617147291,negative,1.0,True,0.642003065086489,positive,0.9630045976297334,False,,,,False,,,
ANFAST閃極UPS多功能20W 5000mAh口袋寶快充行動電源(USB-C版)開箱,False,,,,True,0.6493299123868823,positive,0.9739948685803235,True,0.6493299123868823,positive,0.9739948685803235,False,,,,False,,,
無線充電行動電源？？,False,,,,True,-0.8557580477873133,negative,1.0,True,-0.8557580477873133,negative,1.0,False,,,,False,,,
手機行動充電的新幫手-IDMIX Q10 Pro II磁吸無線行動電源，好用，快充，超質感,False,,,,True,0.6365508017106408,positive,0.9548262025659613,True,-0.9034326568272849,negative,1.0,True,0.6365508017106408,positive,0.9548262025659613,False,,,
【開箱測試】isdt PB40 行動電源 TESTV聯名款 一款有APP的行動電源,False,,,,False,,,,False,,,,False,,,,False,,,
行動電源無法充電,False,,,,True,-0.888896142696876,negative,1.0,False,,,,False,,,,False,,,
[已解決]請幫忙推薦行動電源,False,,,,False,,,,False,,,,False,,,,False,,,
【開箱測試】虎大工業 BT-20戰術可換電池行動電源 ▏帥就完事了,True,-0.8862682878453134,negative,1.0,False,,,,False,,,,False,,,,False,,,
關於行動電源多合一充電疑問,False,,,,True,-0.7758447855194435,negative,1.0,False,,,,False,,,,False,,,
快充效能大提升『IDMIX MR CHARGER 10000 CH07 Pro 35W 雙線多功能五合一行動電源』,True,-0.9033398536910511,negative,1.0,True,0.6410285824951035,positive,0.9615428737426552,True,0.6410285824951035,positive,0.9615428737426552,False,,,,False,,,
開箱｜【INTOPIC 廣鼎國際】雙線迷你快充行動電源 PW-117 - 自帶 USB-C 及 Lightning 雙線設計，9800mAh 輕巧隨身行充！,True,0.6395133857788154,positive,0.9592700786682231,True,0.6395133857788154,positive,0.9592700786682231,True,-0.8996918725287905,negative,1.0,True,-0.8996918725287905,negative,1.0,False,,,
【開箱測試】宏晉積木迷你自帶線快充行動電源10000mah,False,,,,True,0.6474707039733406,positive,0.9712060559600109,True,-0.8888191506581667,negative,1.0,False,,,,False,,,
狂暴200W輸出！紫米20號行動電源 (QB826) 開箱&簡測分享,False,,,,True,-0.8734391463090817,negative,1.0,False,,,,False,,,,False,,,
【開箱測試】ONPRO MB-MF10PD 10000MAH快充行動電源,False,,,,True,0.6483039629094127,positive,0.9724559443641191,False,,,,False,,,,False,,,
【開箱測試】LAPO WT-06C 二合一充電器行動電源 對比idmix ch10,False,,,,True,-0.883480884390197,negative,1.0,False,,,,False,,,,False,,,
【開箱測試】GIGASTONE 10000mah PB7113 20W快充行動電源 平價好選擇,False,,,,True,0.7196918058157952,positive,1.0,False,,,,False,,,,False,,,
【拆解測試】SAMSUNG ITFIT 自帶線掛繩式行動電源10000mAh,False,,,,False,,,,True,-0.8819496932506687,negative,1.0,False,,,,False,,,
【開箱測試】IDMIX CH10 Chill豆腐 三合一行動電源,False,,,,False,,,,False,,,,False,,,,False,,,
【測試】iWalk小魷魚10000s快充行動電源,True,0.6491598691765447,positive,0.9737398037648171,True,0.6491598691765447,positive,0.9737398037648171,False,,,,False,,,,False,,,
【開箱測試】infoThink PD910智慧型快充行動電源 寶雅限定款,False,,,,True,0.6516849325435418,positive,0.9775273988153126,False,,,,False,,,,False,,,
行動電源突然不能使用,False,,,,False,,,,False,,,,False,,,,False,,,
【開箱測試】POLYWELL直插式隨身行動電源 可換接頭的行動電源,False,,,,True,-0.8931533917111711,negative,1.0,False,,,,False,,,,False,,,
一手掌握的多功能行動電源,False,,,,False,,,,False,,,,False,,,,False,,,
請教行動電源帶去紐西蘭需要變壓器嗎？,False,,,,False,,,,False,,,,False,,,,False,,,
【開箱】一手掌控3合一行動電源IDMIX MR CHARGER CH10 Chill 豆腐,False,,,,False,,,,False,,,,False,,,,False,,,
請問無線行動電源的比較，請問可以比較推,False,,,,False,,,,True,-0.7236485670389139,negative,1.0,False,,,,False,,,
行動電源推薦,False,,,,False,,,,False,,,,False,,,,False,,,
21700電芯行動電源的選擇,False,,,,False,,,,False,,,,False,,,,False,,,
(開箱)POLYBATT磁吸 Magsafe 三用快充行動電源，輕薄短小好攜帶，手機的最佳能量助手,True,0.7180782904166354,positive,1.0,True,0.7180782904166354,positive,1.0,False,,,,False,,,,False,,,
行動電源推薦,False,,,,False,,,,False,,,,False,,,,False,,,
但都很亮    不用為反而反吧 || 用快10年     你還想怎樣,False,,,,True,0.708146740868061,positive,1.0,False,,,,False,,,,False,,,
根據官方太陽能板充電0.8W ，從0~100% 要曬太陽55個小時。 以白天日照六小時來說，大概充個10%實際可能更低。 || 我i16 Pro差不多直曬 2～3 小時，可補個 3～7%，供你參考。 || 可以，雙 USB-A 5V/2.1A 輸出，我幾乎都手機＋相機一起充 || 很方便，白天曬太陽就能充電，好用！,True,0.37795898616974277,positive,0.5669384792546142,True,0.00794820140844582,neutral,0.011922302112668731,True,0.008436464778238666,neutral,0.012654697167357998,False,,,,False,,,
對啊！我連Macbook都有弄！ 我放在Threads || 移動很方便！ || 我是用在MacBook Air跟iPad Air快沒電救援用！依照容量來看應該充不飽 || 對！你懂的 || 我覺得是很方便啦！移動時不會釣著尿袋  還可以用在MacBook Air上呢 || 買了2！哇噻！～我是不是該業配？？？ || 您太專業了！ || 這東西其實蠻多公版的吧🤔！剩下就要看品質了！,False,,,,True,0.7246421198012031,positive,1.0,False,,,,False,,,,False,,,
小米(https://www.mi.com/tw/support/safety-notice/)/ANKER(https://news.pts.org.tw/article/772762)。 || https://www.mi.com/tw/support/safety-notice/,True,0.6802732863370494,positive,1.0,False,,,,False,,,,False,,,,False,,,
真的一顆顆看喔，那不是很拖時間嗎?出境安檢會因為這個大排長龍吧 || 日本，標示不清的那顆我是沒打算帶了，不知道2013那顆會不會因為太老而被攔 || 2023跟2013那兩顆我不會帶去，只是想了解一下23這樣沒標容量，標示又有點模糊，以及13這樣老的電池，在安檢時是否會被特別關照 || 我就在想大機場還要一顆一顆看的話，不怕安檢塞爆嗎? || 選你正解，出國直接租比較省事了 || 嘿!我還真沒想,True,-0.8882757574584105,negative,1.0,False,,,,False,,,,False,,,,False,,,
我是到中華電信買MEGA KING這牌子的10000準固態防爆行動電源，店員說這是台灣製造兩年保固，我就買了。用了充電速度快，無線充電也支援Qi2所以還很方便，隨機也附贈收納袋很方便。,False,,,,True,0.7172308136213039,positive,1.0,True,0.7172308136213039,positive,1.0,False,,,,False,,,
[讚]5 || 贊同5~,False,,,,False,,,,False,,,,False,,,,False,,,
圖片上字體這麼好辨認 || 刪 || 不知道該取什麼名在淘寶搜尋貼上網址 不能直接打開-.- || 不知道該取什麼名去找集運倉庫就可以了 找到之後把集運倉庫地址貼上就可以購買 || 又不是越大越好，那款賣點是貼著薄，你把10000mAh跟手機一起拿著半小時試試 || bad2bad沒事幹麻把行動電源貼著手機用？當然是把手機充飽再用不是常識嗎？你沒聽說手機邊充電邊用傷手機嗎？,True,0.4342705285283814,positive,0.651405792792572,True,0.03785148004281666,neutral,0.05677722006422499,False,,,,False,,,,False,,,
PO 一下 momo 的購買證明啊 || 雖然中國很多山寨沒錯，但其實有很多是台灣人賣家，也不一定是大陸賣家 || ...別說太快，真的超多仿的 || 沒錯，行動電源沒多少錢，買了就用吧。陸版=仿版，仿版=陸版，沒差別啦，怕它自燃，就回收，或1元賣掉，強調陸版=仿版就好，買去用的人自己注意安全,True,-0.8762500006762286,negative,1.0,True,0.711698102458235,positive,1.0,False,,,,False,,,,False,,,
是,False,,,,False,,,,False,,,,False,,,,False,,,
這次新色真的很燒 || momo有賣喔 || 已經開賣了 你可以到momo看看歐 || 這大小真的很剛好 不然每次包包都放不下,True,0.13424807913233014,neutral,0.2013721186984952,False,,,,False,,,,False,,,,False,,,
