title,url,describe,product_id,price,img_url
Infinite E1系列-i5處理器/16G記憶體/1T SSD/RTX5060Ti-8G顯卡/Win11家用版電競機(12-086TW),https://24h.pchome.com.tw/prod/DSAA6I-A900ITYL5,Infinite E1系列-i5處理器/16G記憶體/1T SSD/RTX5060Ti-8G顯卡/Win11家用版電競機(12-086TW)\r\n,DSAA6I-A900ITYL5,35900,https://ec1img.pchome.com.tw//items/DSAA6IA900ITYL5/000001_1754471649.jpg
E61 8TB 2.5吋行動固態硬碟,https://24h.pchome.com.tw/prod/DRAA02-A900IJ3N7,★送(限量)硬殼包★\r\n,DRAA02-A900IJ3N7,20288,https://ec1img.pchome.com.tw//items/DRAA02A900IJ3N7/000001_1744079816.jpg
超值8入組降噪防滑耐磨矽膠桌椅腳套-圓形/方形二款可選,https://24h.pchome.com.tw/prod/DEDD4L-A900BJRDI,"【E.dot】超值8入組降噪防滑耐磨矽膠桌椅腳套-圓形/方形二款可選\r\n超值大容量8入組
 升級版，底部毛氈設計
 防滑耐磨降噪 
 安裝簡便套上即可使用
 優質矽膠彈性材質",DEDD4L-A900BJRDI,189,https://ec1img.pchome.com.tw//items/DEDD4LA900BJRDI/000001_1625799697.jpg
Nitro N50-656系列-i7處理器/16G記憶體/1T SSD/RTX4060-8G顯卡/Win11家用版(UD.E3UTA.006),https://24h.pchome.com.tw/prod/DSAAJN-A900J0TB3,Nitro N50-656系列-i7處理器/16G記憶體/1T SSD/RTX4060-8G顯卡/Win11家用版(UD.E3UTA.006)\r\n,DSAAJN-A900J0TB3,35900,https://ec1img.pchome.com.tw//items/DSAAJNA900J0TB3/000001_1759470290.jpg
eDDR4 3200 32GB 品牌專用桌上型記憶體(KCP432ND8/32),https://24h.pchome.com.tw/prod/DRAC03-A900DXHUU,Kingstone 金士頓 DDR4 3200 32GB 品牌專用桌上型記憶體(KCP432ND8/32)\r\n,DRAC03-A900DXHUU,4350,https://ec1img.pchome.com.tw//items/DRAC03A900DXHUU/000001_1671069698.jpg
TS-453E-8G 4Bay NAS 網路儲存伺服器(不含硬碟),https://24h.pchome.com.tw/prod/DRAGCA-A900F9FPM,QNAP 威聯通 TS-453E-8G 4Bay NAS 網路儲存伺服器(不含硬碟)\r\n,DRAGCA-A900F9FPM,22500,https://ec1img.pchome.com.tw//items/DRAGCAA900F9FPM/000001_1659320046.jpg
慢跑鞋 Fresh Foam 680 V8 4E 超寬楦 男鞋 黑 灰 緩衝 運動鞋 NB M680CB8-4E,https://24h.pchome.com.tw/prod/DXAX7V-A900J1ZRX,慢跑鞋 Fresh Foam 680 V8 4E 超寬楦 男鞋 黑 灰 緩衝 運動鞋 NB M680CB8-4E\r\n,DXAX7V-A900J1ZRX,2480,https://ec1img.pchome.com.tw//items/DXAX7VA900J1ZRX/000001_1753169883.jpg
Aspire 14吋AI效能筆電 灰色(Ultra 5 226V/16G/512G/W11/WUXGA OLED/A14-52M-52E8),https://24h.pchome.com.tw/prod/DHAEIL-A900IKDSC,ACER Aspire 14吋AI效能筆電 灰色(Ultra 5 226V/16G/512G/W11/WUXGA OLED/A14-52M-52E8)\r\n,DHAEIL-A900IKDSC,28900,https://ec1img.pchome.com.tw//items/DHAEILA900IKDSC/000001_1747127306.jpg
Cat.5e 無屏蔽高速傳輸八芯雙絞鍍金芯網路線 黑/10M,https://24h.pchome.com.tw/prod/DCAC3D-A900EY7SU,"高速網路暢快享用山澤 Cat.5e 無屏蔽高速傳輸八芯雙絞鍍金芯網路線 黑/10M\r\n◆ 傳輸速率快速穩定
◆ 24AWG加粗線芯，穩固耐拉扯
◆ RJ45網線接口，設備兼容強，適用各種設備
◆ 使用優質PVC線材，耐拉扯，抗氧化
◆ 雙絞線結構，有效阻隔電磁波干擾，傳輸更穩定
◆ 芯片鍍鎳再鍍金，傳導性能再提升",DCAC3D-A900EY7SU,529,https://ec1img.pchome.com.tw//items/DCAC3DA900EY7SU/000001_1650854118.jpg
Cat.5e 無屏蔽高速傳輸八芯雙絞鍍金芯網路線 黑/8M,https://24h.pchome.com.tw/prod/DCAC2H-A900EXYJB,"高速網路暢快享用山澤 Cat.5e 無屏蔽高速傳輸八芯雙絞鍍金芯網路線 黑/8M\r\n◆ 傳輸速率快速穩定
◆ 24AWG加粗線芯，穩固耐拉扯
◆ RJ45網線接口，設備兼容強，適用各種設備
◆ 使用優質PVC線材，耐拉扯，抗氧化
◆ 雙絞線結構，有效阻隔電磁波干擾，傳輸更穩定
◆ 芯片鍍鎳再鍍金，傳導性能再提升",DCAC2H-A900EXYJB,429,https://ec1img.pchome.com.tw//items/DCAC2HA900EXYJB/000001_1650620274.jpg
Cat.5e 無屏蔽高速傳輸八芯雙絞鍍金芯網路線 黑/10M,https://24h.pchome.com.tw/prod/DCAC3D-A900EY7SB,"高速網路暢快享用山澤 Cat.5e 無屏蔽高速傳輸八芯雙絞鍍金芯網路線 黑/10M\r\n◆ 傳輸速率快速穩定
◆ 24AWG加粗線芯，穩固耐拉扯
◆ RJ45網線接口，設備兼容強，適用各種設備
◆ 使用優質PVC線材，耐拉扯，抗氧化
◆ 雙絞線結構，有效阻隔電磁波干擾，傳輸更穩定
◆ 芯片鍍鎳再鍍金，傳導性能再提升",DCAC3D-A900EY7SB,499,https://ec1img.pchome.com.tw//items/DCAC3DA900EY7SB/000001_1650854029.jpg
CPU 8PIN電源轉接PCI-E顯卡8PIN(6PIN+2PIN)電源供電線(鍍錫純銅) [BP8P268P(CP鍍錫純銅)],https://24h.pchome.com.tw/prod/DCACLY-A900EX43U,"BENEVO CPU 8PIN電源轉接PCI-E顯卡8PIN(6PIN+2PIN)電源供電線(鍍錫純銅) [BP8P268P(CP鍍錫純銅)]\r\n◆ 可以將主機電源器的8PIN CPU電源轉接給PCI-E顯卡供電
◆ 本款線芯採用優質加粗18AWG鍍錫純銅，發熱低，更穩定耐用
◆ 用於PCI-E顯卡供電為8PIN介面或6PIN介面
◆ 透過此供電可以解決開機時提醒顯卡供電不足將降頻之警告
◆ 解決普通電源供應器電源接頭不足問題
◆ 連接線含接頭長度約20公分
◆ 請注意CPU與顯卡所使用的8PIN電源接頭樣式不同
◆ 購買請再次確認所需轉換之接頭型式",DCACLY-A900EX43U,290,https://ec1img.pchome.com.tw//items/DCACLYA900EX43U/000001_1650290191.jpg
Apple Lightning 8pin經典高音質入耳式線控耳麥耳機(E62),https://24h.pchome.com.tw/prod/DCAY1R-A900FY57I,"Apple Lightning 8pin經典高音質入耳式線控耳麥耳機(E62)\r\n◆入耳式設計，舒適不易脫落
◆Lightning 8pin接頭介面，手機、平板皆適用
◆線控耳麥，可接聽電話、Line語音、調整音量
◆穩定高音質，立體HiFi，經典實用",DCAY1R-A900FY57I,219,https://ec1img.pchome.com.tw//items/DCAY1RA900FY57I/000001_1674031213.jpg
Aspire Lite 14吋 文書效能筆電銀色(i5-12450H/8GB/512GB/WIN11/AL14-71M-56E0),https://24h.pchome.com.tw/prod/DHAEJA-A900I0JTK,ACER Aspire Lite 14吋 文書效能筆電銀色(i5-12450H/8GB/512GB/WIN11/AL14-71M-56E0)\r\n,DHAEJA-A900I0JTK,15111,https://ec1img.pchome.com.tw//items/DHAEJAA900I0JTK/000001_1755686613.jpg
iPhone17/16/15/14/13/12系列 奧地利彩鑽防摔手機殼-懶懶貓ProMax/Air/Plus/mini/Pro/16e/11/SE3/8+/XR,https://24h.pchome.com.tw/prod/QAAOBW-A9009M5KI,"YOURS APPLE 全系列 奧地利彩鑽防摔手機殼-懶懶貓\r\niphone15 Pro Max i15ProMax
iphone15 Pro i15 Pro iphone15
iphone15 Plus i15 Plus i15+ i15
iphone14 Pro Max i14ProMax
iphone14 Pro i14 Pro iphone14
iphone14 Plus i14 Plus i14+ i14
iPhone13 Pro Max i13ProMax
iPhone13 Pro i13Pro i13 i13mini
iPhone12 Pro iPhone12 Pro Max
iPhone12 mini iPhone12 iPhone11
iPhone11 Pro Max iPhone11 Pro
SE3 SE2 SE2020 XR XSMax i8+
i8Plus i7+ i7Plus i7 i8

賣場說明
1.圖片為示意圖，以所選型號出貨
2.各型號鏡頭孔不同，圖(鑽)略有差異，以實品為主
3.如型號有疑問   請詢問客服

四角""雙重氣墊""加強緩衝(減緩)撞擊力
純手工貼鑽，水鑽高硬度色澤佳 
鏡頭孔位精準縷空，不影響使用
貼心吊飾孔設計，可用手機掛繩
此商品包覆性較佳，不支援3D滿版保貼

→ 更多 YOURS APPLE 鑽殼點這裡 ←",QAAOBW-A9009M5KI,599,https://ec1img.pchome.com.tw//items/QAAOBWA9009M5KI/000001_1727333134.jpg
_ Energy能量碗系列 E7 E8 全齡犬 鹿肉/鮭魚肉 狗飼料10磅(4.54kg),https://24h.pchome.com.tw/prod/DXBG80-A900HO25T,SOLUTION_耐吉斯 Energy能量碗系列 E7 E8 全齡犬 鹿肉/鮭魚肉 狗飼料10磅(4.54kg)\r\n,DXBG80-A900HO25T,1332,https://ec1img.pchome.com.tw//items/DXBG80A900HO25T/000001_1721205471.jpg
慢跑鞋 Fresh Foam 680 V8 4E 超寬楦 男鞋 藍 緩衝 運動鞋 NB M680CS8-4E,https://24h.pchome.com.tw/prod/DXAX7V-A900J1ZTC,慢跑鞋 Fresh Foam 680 V8 4E 超寬楦 男鞋 藍 緩衝 運動鞋 NB M680CS8-4E\r\n,DXAX7V-A900J1ZTC,2480,https://ec1img.pchome.com.tw//items/DXAX7VA900J1ZTC/000001_1753170012.jpg
超品系列 14吋 AI筆電銀色(Ultra5-125H/8GB/512GB/WIN11/14-eP/1034TU),https://24h.pchome.com.tw/prod/DHAG4T-1900HWANI,超品系列 14吋 AI筆電銀色(Ultra5-125H/8GB/512GB/WIN11/14-eP/1034TU)\r\n,DHAG4T-1900HWANI,23999,https://ec1img.pchome.com.tw//items/DHAG4T1900HWANI/000001_1744341512.jpg
GS1915-8EP Nebula雲端智慧型網管8埠Gigabit PoE+交換器,https://24h.pchome.com.tw/prod/DRAF0I-A900DZMG8,"Zyxel 合勤GS1915-8EP Nebula雲端智慧型網管8埠Gigabit PoE+交換器\r\n★Nebula雲端。穿梭自如★最殺雲網管型交換機★
• 即插即用，8埠都可供電。
• 支援免費Nebula智慧雲管理，行動APP可遠端控制全家網路
• 同時支援單機模式，簡易直觀的網頁式管理介面可設定進階網路功能
• 單機模式和免費Nebula智慧雲管理模式間自由切換
• 具備LACP鏈路聚合功能，對NAS傳輸頻寛加倍
• 支援VLAN 實現網路隔離
• 支援IGMP Snooping，串接中華MOD沒有問題
• 預設為智慧型供電模式，可供電給更多設備使用
• 無風扇設計帶來寂靜無聲的運轉體驗，適合小型辦公室或需要寧靜的環境
►包裝內附電源線、變壓器、壁掛套件組
►全機享有原廠三年保固

►►點我觀看「Nebula帳號註冊步驟(App)」

《◆Zyxel 科普知識+◆了解更多有關PoE》►►點我了解更多

《Zyxel GS1915開箱》►►點我看開箱文",DRAF0I-A900DZMG8,4552,https://ec1img.pchome.com.tw//items/DRAF0IA900DZMG8/000001_1747900591.jpg
E8 USB 智慧型8槽鎳氫充電器 3號AA/4號AAA鎳氫充電電池 液晶顯示 可單充 八槽充電器,https://24h.pchome.com.tw/prod/DECA31-A900BOW53,"USB供電 AA/AAA鎳氫充電電池充電器Kamera 3號AA/4號AAA鎳氫充電電池 液晶顯示 可單充 八槽充電器 E8\r\n★當日下單隔工作日出貨★
●隨身鎳氫充電電池充電器，讓您走到哪充到哪。
●Micro USB可使用行動電源充電。
●三號、四號電池專用，可支援單顆充電。
●單卡槽獨立控制，1-8顆AA AAA任意充，可混充。
●搭配車內USB充電器，隨充即用。
●LED充電顯示，充滿即停。
●優質PC外殼，使用安全放心，多重安全保護設計
●保持恆壓充電，充電快速安全環保又節能

*本產品在PC開多個賣場 若遇缺貨 請複製品名在PC搜尋 謝謝",DECA31-A900BOW53,390,https://ec1img.pchome.com.tw//items/DECA31A900BOW53/000001_1753178407.jpg
CAT 5e RJ45 8P8C 網路水晶接頭 / 20入(CAT5E-G8P8C320),https://24h.pchome.com.tw/prod/DCACMA-A9006K022,"群加 Powersync CAT 5e RJ45 8P8C 網路水晶接頭 / 20入(CAT5E-G8P8C320)\r\n將網路線壓接成型帶有連接器與8P8C介面之產品連結使用

另有其他數量可以供選擇:
→50入  
→100入",DCACMA-A9006K022,129,https://ec1img.pchome.com.tw//items/DCACMAA9006K022/000001_1548815558.jpg
iPhone17/16/15/14/13/12系列 彩繪防摔手機殼-柴犬ProMax/Air/Plus/mini/Pro/16e/11/SE3/XR/i8+/i7+,https://24h.pchome.com.tw/prod/DYARGK-A900GJX25,"APPLE 全系列 彩繪防摔手機殼-柴犬\r\niphone15 Pro Max i15ProMax
iphone15 Pro i15 Pro iphone15
iphone15 Plus i15 Plus i15+ i15
iphone14 Pro Max i14ProMax
iphone14 Pro i14 Pro iphone14
iphone14 Plus i14 Plus i14+ i14
iPhone13 Pro Max i13ProMax
iPhone13 Pro i13Pro i13 i13mini
iPhone12 Pro iPhone12 Pro Max
iPhone12 mini iPhone12 iPhone11
iPhone11 Pro Max iPhone11 Pro
SE3 SE2 SE2020 XR XSMax i8+
i8Plus i7+ i7Plus i7 i8

賣場說明
1.圖片為示意圖，以所選型號出貨
2.各型號鏡頭孔不同，圖(鑽)略有差異，以實品為主
3.如型號有疑問   請詢問客服

原創設計、MIT印刷
四角""雙重氣墊""加強緩衝(減緩)撞擊力
鏡頭孔位精準縷空，不影響使用
此商品包覆性較佳，不支援3D滿版保貼
i15 全系列、i14 全系列、i13 全系列 - 鏡頭孔增高設計，商品皆有吊飾孔
i15 系列 共四款 皆 不 共 用
i14 系列 共四款 皆 不 共 用
i13 系列 共四款 皆 不 共 用

→ 更多 APPLE系列 彩繪殼點這裡 ←",DYARGK-A900GJX25,390,https://ec1img.pchome.com.tw//items/DYARGKA900GJX25/000001_1691143254.jpg
