text,重量體積_mentioned,重量體積_score,重量體積_sentiment,重量體積_confidence,充電速度_mentioned,充電速度_score,充電速度_sentiment,充電速度_confidence,接口相容性_mentioned,接口相容性_score,接口相容性_sentiment,接口相容性_confidence,外觀材質_mentioned,外觀材質_score,外觀材質_sentiment,外觀材質_confidence,價格_mentioned,價格_score,價格_sentiment,價格_confidence
"[""[{'text': '好用', 'rating': 5, 'date': '2025/08/30'}, {'text': '方便實用 大小剛好', 'rating': 5, 'date': '2024/09/25'}, {'text': '質感還不錯', 'rating': 5, 'date': '2024/07/31'}, {'text': '體積比想像中大 重量比ch06更重', 'rat",True,-0.45447718368516316,negative,0.6817157755277448,False,,,,False,,,,True,0.7209745086620778,positive,1.0,False,,,
"[""[{'text': '符合預期', 'rating': 5, 'date': '2025/07/08'}]""]",False,,,,False,,,,False,,,,False,,,,False,,,
"[""[{'text': '充電很快，又安全', 'rating': 5, 'date': '2025/10/14'}, {'text': '商品很棒，有感的雙向快充又安全的選擇', 'rating': 5, 'date': '2025/08/16'}, {'text': '很強大的行動電源，可以幫筆記型電腦續命', 'rating': 5, 'date': '2025/06/19'}, {'tex",True,-0.7126466579272709,negative,1.0,True,0.7199102761890754,positive,1.0,False,,,,False,,,,False,,,
"[""[{'text': '好東西，可以充很多次，外觀跟觸感也很棒👍', 'rating': 5, 'date': '2025/07/30'}, {'text': '稍微有點重量，有小螢幕不錯', 'rating': 5, 'date': '2025/11/04'}, {'text': '電量超大', 'rating': 5, 'date': '2025/10/18'}, {'text': '很大一",True,-0.5647737453049501,negative,0.8471606179574251,True,0.7188439439761082,positive,1.0,False,,,,True,0.007604586513977314,neutral,0.01140687977096597,False,,,
"[""[{'text': '到今年為止用過最好用的行充，基本需求都能滿足', 'rating': 5, 'date': '2025/10/03'}, {'text': '這行充真是帶一個出門就夠，而且顯示在螢幕上簡單易懂。', 'rating': 5, 'date': '2025/06/30'}, {'text': '生產日期2025/01/03 <br/>電池循環：0<br/>送來一拆封就已經被刮",True,0.6474906560678453,positive,0.9712359841017679,False,,,,True,-0.8887902891753063,negative,1.0,False,,,,False,,,
"[""[{'text': '太重', 'rating': 3, 'date': '2025/11/08'}]""]",True,-0.8752514431224172,negative,1.0,False,,,,False,,,,False,,,,False,,,
"[""[{'text': '商品實用好用', 'rating': 5, 'date': '2024/11/10'}, {'text': '非常方便的旅充替代品，只是，要帶上飛機，可能有難度', 'rating': 5, 'date': '2025/11/04'}]""]",False,,,,False,,,,False,,,,False,,,,False,,,
"[""[{'text': 'Good quality and easy to carry', 'rating': 5, 'date': '2025/07/08'}]""]",False,,,,False,,,,False,,,,False,,,,False,,,
"[""[{'text': '無法看到攝影 不知哪裡出問題', 'rating': 1, 'date': '2025/07/16'}]""]",False,,,,False,,,,False,,,,False,,,,False,,,
"[""[{'text': '之前在M購物平台購買覺得很實用，用途多元，更在今年二月，出國去泰國玩也能隨身登機。最近遇到颱風停電，USB電風扇，手機充電都能派上用場。', 'rating': 5, 'date': '2025/07/13'}]""]",False,,,,True,-0.9018474247008321,negative,1.0,True,-0.9018474247008321,negative,1.0,False,,,,False,,,
