text,重量體積_mentioned,重量體積_score,重量體積_sentiment,重量體積_confidence,充電速度_mentioned,充電速度_score,充電速度_sentiment,充電速度_confidence,接口相容性_mentioned,接口相容性_score,接口相容性_sentiment,接口相容性_confidence,外觀材質_mentioned,外觀材質_score,外觀材質_sentiment,外觀材質_confidence,價格_mentioned,價格_score,價格_sentiment,價格_confidence
"[""[{'text': '出國前趕緊下單，送貨速度快', 'rating': 5, 'date': '2025/04/18'}, {'text': '充電速度很讚<br/>但有點可惜不支援充蘋果手錶⋯⋯', 'rating': 4, 'date': '2025/05/17'}, {'text': '跟別牌比快充不夠力', 'rating': 4, 'date': '2025/04/04'}]""]",False,,,,True,0.7303690744497238,positive,1.0,False,,,,False,,,,False,,,
"[""[{'text': '厚度跟裸機的 iPhone 幾乎一樣，貼在手機充電時也不太影響手感', 'rating': 5, 'date': '2024/12/24'}, {'text': '這個吸力，有待加強⋯', 'rating': 4, 'date': '2025/05/07'}, {'text': '充電會時會發燙', 'rating': 3, 'date': '2025/02/24'}, ",True,-0.9045342676780141,negative,1.0,True,-0.9045342676780141,negative,1.0,False,,,,False,,,,False,,,
"[""[{'text': '不想多說了', 'rating': 1, 'date': '2024/10/24'}]""]",False,,,,False,,,,False,,,,False,,,,False,,,
"[""[{'text': '後方的支架不好挖出來。', 'rating': 4, 'date': '2025/06/26'}]""]",False,,,,False,,,,False,,,,False,,,,False,,,
"[""[{'text': '加熱很快操作很便利，使用感受很好用。商品觸感很舒適，顏色烤的很美質感高。', 'rating': 5, 'date': '2024/12/10'}, {'text': '商品發熱快，觸感品質高。出貨很快很棒', 'rating': 5, 'date': '2024/12/09'}, {'text': '價格合理 實用但有點重量', 'rating': 5, 'date':",True,-0.7082969740221751,negative,1.0,True,0.7187501628191083,positive,1.0,False,,,,True,0.717272037265221,positive,1.0,True,0.7241147566269338,positive,1.0
"[""[{'text': '產品本身質感很棒！', 'rating': 5, 'date': '2025/06/03'}, {'text': '第二次回購了，超好用！', 'rating': 5, 'date': '2025/03/15'}]""]",False,,,,False,,,,False,,,,True,0.7177022500525166,positive,1.0,False,,,
"[""[{'text': '品質很好包裝也很完整<br/>充電速度很快<br/>推薦👍👍👍', 'rating': 5, 'date': '2024/12/12'}, {'text': '很棒', 'rating': 5, 'date': '2024/11/29'}, {'text': '充電快速，使用及攜帶很方便。', 'rating': 5, 'date': '2024/11/24'}, {'t",True,0.01143161325636384,neutral,0.01714741988454576,True,0.544106497009225,positive,0.8161597455138374,False,,,,False,,,,False,,,
"[""[{'text': '磁吸圓形蓋，膠水要多一點，拔出來就掉了！', 'rating': 3, 'date': '2025/10/24'}]""]",False,,,,False,,,,False,,,,False,,,,False,,,
"[""[{'text': '可愛漂亮', 'rating': 5, 'date': '2025/04/07'}]""]",False,,,,False,,,,False,,,,False,,,,False,,,
"[""[{'text': '實體如產品說明。很漂亮的充電裝備。值得。', 'rating': 5, 'date': '2025/09/14'}, {'text': '充電速度不算快，體積小方便', 'rating': 4, 'date': '2024/08/13'}]""]",True,0.7497267087940249,positive,1.0,True,0.7184975989447482,positive,1.0,False,,,,False,,,,False,,,
"[""[{'text': '包裝精美<br/>到貨快速<br/>商品質優<br/>親切熱心<br/>真的是一家不可多得的好賣家!!<br/>歡迎大家一起支持他的商品喔...', 'rating': 5, 'date': '2024/07/06'}, {'text': '實測輸入輸出都有達到30W,大幅縮短本身和手機充電時間,三星手機插上直接顯示超快速充電', 'rating': 5, 'date':",True,0.38691781763063576,positive,0.5803767264459536,True,0.6967726810929588,positive,1.0,True,-0.7995243314340539,negative,1.0,True,0.7216120084121027,positive,1.0,True,-0.7995243314340539,negative,1.0
"[""[{'text': 'iPhone 15 pro max用戶，磁吸發熱狀況一般，應該是所以磁吸行動充的弊病了吧⋯磁吸力道算大，雖然偏厚，但小顆好攜帶，充Apple Watch也可以，出門一顆搞定～', 'rating': 5, 'date': '2024/07/21'}]""]",True,-0.22367094276208638,neutral,0.33550641414312954,True,0.04481368294176152,neutral,0.06722052441264229,False,,,,False,,,,False,,,
"[""[{'text': '寄貨速度很快，可惜仍無法啟動車子。', 'rating': 5, 'date': '2024/12/03'}, {'text': '機車還是發不動，最後自己買電瓶來換。這個就當一般行動電源+手電筒使用', 'rating': 3, 'date': '2025/03/05'}]""]",False,,,,True,0.7201655490699366,positive,1.0,False,,,,False,,,,False,,,
"[""[{'text': '感謝廠商的幫忙，產品服務優!!!', 'rating': 5, 'date': '2025/02/04'}]""]",False,,,,False,,,,False,,,,False,,,,False,,,
